"id","candidato_id","tema","subtema","titulo","descripcion","fuente","semaforo","semaforo_burbuja","alerta_explicacion","fecha_actualizacion","visible","","","","","","","","","","","","","",""
"p140","lopez","Tierras y Agro","Tierras","Ordenamiento territorial moderno y coordinado","Actualizar los Planes de Ordenamiento, con los municipios, departamentos y con acompañamiento técnico y financiero. Además se promoverá la planeación a escala metropolitana y regional, para fortalecer la asociatividad. Esto incluirá la actualización del catastro multipropósito para mejorar la gestión del suelo y la planificación del desarrollo.","https://claudia-lopez.com/wp-content/uploads/2026/04/Programa-Gobierno-Claudia-Lopez-Leonardo-Huerta.pdf","amarillo","","La Fundación intervino en la demanda contra el artículo 32 del PND, en defensa de la coordinación y concurrencia entre la Nación y los municipios en materia de ordenamiento territorial, evitando determinantes impuestas sin participación de los entes territoriales; demandó el Decreto 1166 de 2025 (cartas de responsabilidad en lugar de licencias urbanísticas) y el Decreto 413 de 2025 (mejoramiento de vivienda sin licencia), en defensa de las competencias urbanísticas constitucionales de los municipios y distritos; ha intervenido en el trámite de expedición del proyecto de resolución del Ministerio de Ambiente y Desarrollo Sostenible para la expedición de las directrices de ordenamiento ambiental para la Sabana de Bogotá. Esta resolución incide en derechos de propiedad privada y el desarrollo económico y de infraestructura de la Sabana de Bogotá. Adicionalmente ha intervenido en el marco de la acción popular del río Bogotá en oposición a las decisiones que inciden en el cumplimiento de las órdenes de protección del río Bogotá. [Ver acciones](https://drive.google.com/drive/folders/1JKNF-FsyhXwx1GMfneon983mRFTiYPOz?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p141","lopez","Tierras y Agro","Institucionalidad","Descentralizar el Departamento de Planeación Nacional","Convertirlo en el Departamento de Planeación Regional (DPR) con tres esquemas, uno para ciudades con esquema metropolitano, otro para ciudades sin esquema metropolitano, y otro para el resto de municipios de Colombia.","https://claudia-lopez.com/wp-content/uploads/2026/04/Programa-Gobierno-Claudia-Lopez-Leonardo-Huerta.pdf","","","La Fundación presentó acción de inconstitucionalidad para defender la autonomía territorial y el reparto de competencias frente a centralizaciones (demanda contra Acto Legislativo 03 de 2024. [Ver acción](https://drive.google.com/drive/folders/1RlaUzgD4MgIgbRttsnVEY2SIhaO6n9G0?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p142","lopez","Tierras y Agro","Institucionalidad","Aumentar capacidades técnicas de los municipios","Cada DPR será la tecnocracia de los municipios que conformen la respectiva subregión funcional, de alta calidad, escogida por mérito y con conocimiento del territorio, para estructurar técnica y financieramente los proyectos de inversión junto a alcaldes y gobernadores, eliminando el centralismo, la intermediación política y la corrupción. Cada DPR estructurará directamente en los territorios, con alcaldes y gobernadores, los proyectos de inversión regional, técnica y financieramente, sin intermediación política de congresistas ni contratistas. Cada vigencia, el DPR debe tener un portafolio de proyectos en prefactibilidad y un portafolio de proyectos de inversión completamente estructurados.","https://claudia-lopez.com/wp-content/uploads/2026/04/Programa-Gobierno-Claudia-Lopez-Leonardo-Huerta.pdf","","","La Fundación presentó acción de inconstitucionalidad para defender la autonomía territorial y el reparto de competencias frente a centralizaciones (demanda contra Acto Legislativo 03 de 2024. [Ver acción](https://drive.google.com/drive/folders/1C1VwhqXV9yZskc6z9VIvnfz2g0ylrf-J?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p143","lopez","Tierras y Agro","Comercio y agroindustria","Promover la participación de las comunidades en el desarrollo económico local","Las organizaciones comunitarias podrán no sólo proponer ideas sino formular y ejecutar proyectos con inversión pública, privada y comunitaria, en sus comunidades. También se promoverá su participación y decisión mediante votación en los presupuestos participativos regionales y en la conformación de Alianzas Público-Privadas-Comunitarias. Estas serán para los grandes proyectos de desarrollo regional en sectores como energía, transición energética, agroindustria e infraestructura.","https://claudia-lopez.com/wp-content/uploads/2026/04/Programa-Gobierno-Claudia-Lopez-Leonardo-Huerta.pdf","","","La Fundación presentó acción de inconstitucionalidad en contra del Decreto Ley 1094 de 2024 (mandato ATEA de las comunidades del CRIC, Causa) que establecía prevalencia del derecho propio de las comunidades indígenas sobre la constitución. [Ver acción](https://drive.google.com/drive/folders/14Ss_omqMsQ8ExdKjWfcxTpptOn9f1CYO?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p144","lopez","Tierras y Agro","Campesinado","Campesinos como socios en los Llanos y la Orinoquía","Con modelos asociativos donde los campesinos y dueños de la tierra participen como socios directos y reciban utilidades de los proyectos agroindustriales.","https://claudia-lopez.com/wp-content/uploads/2026/04/Programa-Gobierno-Claudia-Lopez-Leonardo-Huerta.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p145","lopez","Tierras y Agro","Institucionalidad","Formalización masiva y actualización del catastro multipropósito en la Orinoquía","","https://claudia-lopez.com/wp-content/uploads/2026/04/Programa-Gobierno-Claudia-Lopez-Leonardo-Huerta.pdf","","","La Fundación presentó acción de cumplimiento contra el DNP, el Ministerio de Vivienda y el IGAC, para que expidan el procedimiento ordenado por el parágrafo 1 del artículo 32 de la Ley 2294 de 2023 sobre desarrollo, actualización y disposición de la información documental técnica, jurídica y geoespacial de las determinantes del ordenamiento territorial, presupuesto indispensable para el catastro multipropósito; presentó demanda de nulidad simple contra el Decreto 033 de 2025, que reintrodujo la opción privilegiada de compra del Estado y modificó las reglas de negociación de predios rurales, en defensa de la libre disposición de la propiedad y la previsibilidad jurídica indispensable para la inversión; presentó demanda de nulidad contra la Circular CIR-2025-000184-4 de la SNR, admitida el 26 de enero de 2026, por imponer requisitos sin habilitación legal expresa para escriturar predios rurales en 82 municipios y vulnerar la confianza legítima y la seguridad jurídica. [Ver acciones](https://drive.google.com/drive/folders/1kix77Mbm4N2d1qR8Tk0OE8WYVKGyF3qI?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p146","cepeda","Institucional","Constituyente","Acuerdo Nacional soportado sobre el poder constituyente","Propone convocar a todas las fuerzas políticas, sociales y económicas a conformar la Mesa de Diálogo Nacional para definir los siguientes puntos: “Una agenda temática que deberá incluir necesariamente las reformas sociales que resta por hacer, la búsqueda de la paz en los territorios y en el país, un modelo diferente para tratar el problema del narcotráfico y la gran minería ilegal y también legal, la cuestión de las transformaciones territoriales. Un cronograma en que lleguemos en un tiempo razonable al acuerdo buscado sin afanes, pero sin dilaciones. E igualmente uno o varios mecanismos de implementación de los acuerdos, que pueden ser una Asamblea Nacional Constituyente, o leyes y reformas constitucionales que adoptemos por una vía expedita.” (p.136)","https://www.movimientopactohistorico.co/docs/programa-gobierno-2026-2030.pdf","rojo","","","2026-04-29","si","","","","","","","","","","","","","",""
"p147","cepeda","Institucional","Constituyente","Mecanismos de implementación","E igualmente uno o varios mecanismos de implementación de los acuerdos, que pueden ser una Asamblea Nacional Constituyente, o leyes y reformas constitucionales que adoptemos por una vía expedita.","https://www.movimientopactohistorico.co/docs/programa-gobierno-2026-2030.pdf","","","","2026-04-29","no","","","","","","","","","","","","","",""
"p148","cepeda","Institucional","Reforma política","Eliminación del Consejo Nacional Electoral","","https://www.youtube.com/live/X4gNdDSebaY?si=93BXc9Y5eNHQ5-QH&t=3919","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p149","cepeda","Institucional","Corrupción","Sistema de prevención contra la corrupción","Pasaremos de reaccionar a anticiparnos. La transparencia y la información en tiempo real serán nuestra primera línea de defensa. Fortaleceremos la Unidad de Información y Análisis Financiero (UIAF) y daremos autonomía real —técnica, administrativa y presupuestal— a la Secretaría de Transparencia de la Presidencia, garantizando su independencia y su capacidad de investigación con enfoque sistémico. Pondremos a funcionar plenamente el Portal Anticorrupción de Colombia (PACO) como plataforma abierta y preventiva. Construiremos un sistema de alertas tempranas contra la macrocorrupción, articulando bases de datos, trazabilidad del gasto y señales de riesgo.","https://www.movimientopactohistorico.co/docs/programa-gobierno-2026-2030.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p150","cepeda","Institucional","Corrupción","Unidad de investigación de macrocorrupción","Unidad creada en la Fiscalía para investigar las cadenas de corrupción. No se investigan caso por caso: se investigan como sistemas, con procesos ágiles y coordinados. Esta unidad identificará los aparatos y estructuras de la macrocorrupción y a sus jefes o determinadores; develará los modus operandi, los planes y patrones de criminalidad a escala nacional, sectorial y regional; y rastreará las dimensiones económicas, incluido el lavado de activos y los mecanismos de impunidad. Aplicaremos metodologías de macrocriminalidad, como las usadas frente a crímenes de lesa humanidad o graves violaciones de derechos humanos. Crearemos una instancia de juzgamiento especial, al más alto nivel posible, para los casos de corrupción sistémica. Las sentencias incluirán medidas de reparación integral para víctimas individuales y colectivas. La macrocorrupción también deja víctimas y territorios heridos, y deben ser reparados.","https://www.movimientopactohistorico.co/docs/programa-gobierno-2026-2030.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p151","cepeda","Institucional","Corrupción","Fondo de reparación de víctimas de la corrupción","Canalizaremos al Fondo todos los capitales y recursos expropiados a los corruptos para reparar no solo el dinero público malgastado, sino también los daños materiales e inmateriales causados a víctimas individuales, colectivas y a la sociedad. Cuando la corrupción golpee un sector, como la salud, los recursos recuperados se destinarán a fortalecer ese sistema y a reparar a sus víctimas. Cada peso recuperado debe convertirse en un derecho restituido. Fortaleceremos la Sociedad de Activos Especiales (SAE) para que la recuperación de bienes ilícitos se traduzca en obras y servicios para la gente. Evaluaremos, además, la aplicación de modelos de justicia restaurativa en este campo.","https://www.movimientopactohistorico.co/docs/programa-gobierno-2026-2030.pdf","","","La Fundación presentó acción popular que busca la protección del patrimonio público y la correcta gestión de los bienes a cargo de la Sociedad de Activos Especiales (SAE), en aras de la defensa de los activos que administra dicha entidad.[Ver acción popular](https://drive.google.com/drive/folders/1RwBEg5yMyjn5VmRIbRhwEQY7oScpF0A8?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p152","cepeda","Institucional","Corrupción","Presencia decidida en los territorios","Llevaremos la acción coordinada del sistema de justicia a los lugares con mayores índices de corrupción e impunidad, con capacidad real de investigación y juzgamiento en el terreno. Donde más roban lo público, más presente debe hacerse el Estado. Trabajaremos para que surjan alianzas territoriales anticorrupción, que integren a los movimientos sociales, las ciudadanías, el sector privado con la acción del Estado de derecho.","https://www.movimientopactohistorico.co/docs/programa-gobierno-2026-2030.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p153","cepeda","Institucional","Corrupción","Movilización de la sociedad","Ningún país derrota la macrocorrupción sólo desde los despachos. Necesitamos ciudadanía vigilante y organizada. Junto con movimientos sociales, organizaciones comunitarias, academia y sector privado, promoveremos un gran movimiento nacional de participación, control y fiscalización social. Impulsaremos una cultura de integridad que empiece en la escuela y llegue a cada oficina pública, a cada empresa y a cada familia. La transparencia debe ser una práctica cotidiana, no un discurso. La sociedad debe sostener una estrategia de rechazo moral y ético frente a los corruptos y a todo acto ilícito relacionado con la corrupción. La participación ciudadana será vínculo y motor: veeduría, seguimiento, denuncia responsable. Acompañaremos a las víctimas de la corrupción cuya memoria, exigencia de verdad y reivindicación de justicia son definitivas para triunfar en esta causa.","https://www.movimientopactohistorico.co/docs/programa-gobierno-2026-2030.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p154","espriella","Institucional","Corrupción","Bloque de búsqueda contra la corrupción","Será dirigido directamente por el presidente de la República.","https://defensoresdelapatria.com/wp-content/uploads/2026/04/PROPUESTAS-DEL-TIGRE.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p155","espriella","Institucional","Corrupción","Usar inteligencia, análisis financiero y policía judicial; extinción de dominio exprés","","https://defensoresdelapatria.com/wp-content/uploads/2026/04/PROPUESTAS-DEL-TIGRE.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p156","espriella","Institucional","Corrupción","Persecución de flujos financieros ilícitos.","","https://defensoresdelapatria.com/wp-content/uploads/2026/04/PROPUESTAS-DEL-TIGRE.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p157","espriella","Institucional","Corrupción","Gobierno trazable","","https://defensoresdelapatria.com/wp-content/uploads/2026/04/PROPUESTAS-DEL-TIGRE.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p158","espriella","Institucional","Corrupción","Reforma de la contratación pública","","https://defensoresdelapatria.com/wp-content/uploads/2026/04/PROPUESTAS-DEL-TIGRE.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p159","espriella","Institucional","Corrupción","Cooperación nacional e internacional","","https://defensoresdelapatria.com/wp-content/uploads/2026/04/PROPUESTAS-DEL-TIGRE.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p160","espriella","Institucional","Corrupción","Menos discrecionalidad y más transparencia en la actuación pública","","https://defensoresdelapatria.com/wp-content/uploads/2026/04/PROPUESTAS-DEL-TIGRE.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p161","espriella","Institucional","Corrupción","Contratación pública en blockchain","A 2030 todos los procesos de contratación pública se llevarán a cabo a través de blockchain para que la información introducida no pueda ser modificada por nadie","https://defensoresdelapatria.com/wp-content/uploads/2026/04/PROPUESTAS-DEL-TIGRE.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p162","espriella","Institucional","Tamaño del Estado","Ajuste fiscal y optimización del aparato estatal","Ajuste fiscal para reducir el tamaño del Estado hasta en una cuarta parte. Optimización del aparato estatal mediante la reducción de la nómina paralela y la fusión de agendas redundantes.","https://defensoresdelapatria.com/wp-content/uploads/2026/04/PROPUESTAS-DEL-TIGRE.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p163","espriella","Institucional","Regulación y trámites","Gran revolución de la desregulación","Con el objetivo principal de eliminar trabas para el sector empresarial, revisión en detalle de ineficiencias en Invima, ICA, superintendencias, cámaras de comercio, notariado y registro, licencias ambientales, consulta a comunidades, reglamentos técnicos de MinComercio, MinTIC, MinTransporte, DIAN, entre otras.","https://defensoresdelapatria.com/wp-content/uploads/2026/04/PROPUESTAS-DEL-TIGRE.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p164","espriella","Institucional","Regulación y trámites","Una entra y dos salen","Promover la política ‘Una entra y dos salen’, es decir, por cada nueva regulación de cargas y trabas, se eliminan dos, por un período de tiempo.","https://defensoresdelapatria.com/wp-content/uploads/2026/04/PROPUESTAS-DEL-TIGRE.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p165","valencia","Institucional","Justicia","Cárcel para corruptos y extinción de sus bienes","","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p166","valencia","Institucional","Justicia","Fortalecimiento del sistema de justicia penal","Asegurar una justicia rápida y un castigo cierto, evitando la impunidad y la reincidencia. Crear fiscales especializados por estructuras criminales. Promover un bloqueo total de las comunicaciones en establecimientos de privación de la libertad para acabar con la extorsión desde las cárceles. Promover una ley que penalice y castigue las prácticas dilatorias. Promover una ley de endurecimiento de penas para reincidentes y penas agravadas para delincuentes reiterados. Capacitar y fortalecer las estructuras del Estado para que la captura derive en judicialización efectiva y se fomente el uso de IA en investigaciones criminales (triaje digital). ","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p167","valencia","Institucional","Justicia","Juzgados itinerantes de respuesta rápida","La justicia llegará a la gente en los momentos en que más la necesita. Pondremos en funcionamiento juzgados itinerantes de respuesta rápida. ","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p168","valencia","Institucional","Justicia","Nuevas casas de justicia","Construcción de 50 nuevas casas de justicia con todos los servicios necesarios para el restablecimiento de derechos en todo el país. Además, se implementarán brigadas móviles mensuales de justicia en corregimientos y veredas sin presencia judicial permanente.","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p169","valencia","Institucional","Justicia","Una familia, un solo juez","Las mujeres víctimas de violencia tendrán un solo juez para toda la familia y acompañamiento para construir autonomía económica. Creación, financiación e implementación de los primeros 100 juzgados de “una familia, un solo juez”. ","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p170","valencia","Institucional","Justicia","Reducir la congestión","Articulación y fortalecimiento con la Rama Judicial para reducir el índice de congestión del 48,2 % al 0 %, utilizando instrumentos de inteligencia artificial.","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p171","valencia","Institucional","Justicia","Ampliación de cupos penitenciarios y carcelarios","Construcción de 22.000 cupos penitenciarios y 19.000 cupos carcelarios, con trabajo obligatorio y resocialización.","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p172","valencia","Institucional","Justicia","Cárceles agropecuarias","Cárceles agropecuarias para resocializar, no solo castigar. Ampliaremos y fortaleceremos el modelo de penitenciarías agropecuarias para que más personas privadas de la libertad puedan trabajar la tierra, cuidar animales y aprender oficios, con formación y acompañamiento, convirtiendo la pena en una verdadera oportunidad de cambio.","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p173","valencia","Institucional","Justicia","Marco diferencial para el uso de la fuerza","Creación de un marco diferencial para el uso de la fuerza, con seguridad jurídica para los miembros de la Fuerza Pública.","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","amarillo","","","2026-04-29","si","","","","","","","","","","","","","",""
"p174","valencia","Institucional","Justicia","Regulación de la protesta social","Promoción de una ley que regule la protesta social y castigue el vandalismo.","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","rojo","","","2026-04-29","si","","","","","","","","","","","","","",""
"p175","valencia","Institucional","Reforma política","Financiación política transparente","Seguir impulsando una reforma estructural a la financiación política —que ya he defendido desde el Congreso— para que estas reglas sean obligatorias, con control efectivo y sanciones reales para todos.","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p176","valencia","Institucional","Corrupción","Contratación en vitrina","Uso de tecnología blockchain para que cada etapa de la contratación pública sea visible, trazable y abierta al escrutinio ciudadano en tiempo real.","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p177","valencia","Institucional","Corrupción","Guardianes de seguridad","Creación de esta figura en entidades públicas, elegida por los propios funcionarios, para prevenir riesgos y acompañar denuncias.","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p178","valencia","Institucional","Corrupción","Protección al denunciante","Canales directos y protección efectiva para quienes reporten irregularidades, incluyendo un correo personal de la presidente para  recibir denuncias directamente.","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p179","valencia","Institucional","Tamaño del Estado","Reducción de gastos de funcionamiento y contratos por prestación de servicios","Reducción del 25% de los gastos de funcionamiento de la rama ejecutiva y congelación del 30% de las órdenes de prestación de servicios (OPS).","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p180","valencia","Institucional","Tamaño del Estado","Reducción al máximo del número de ministerios y entidades","","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p181","fajardo","Institucional","Corrupción","Agencia anticorrupción","Directiva Presidencial para transformar la Secretaría de Transparencia en una Agencia Anticorrupción, con contratación basada únicamente en mérito e integridad. Se determina que habrá responsabilidad para quienes designen corruptos, y los altos funcionarios tendrán rol de garantes y responsabilidad por ignorancia deliberada. Además, se ordenará la creación del Tablero de la Transparencia para rendir cuentas periódicas al país.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p182","fajardo","Institucional","Corrupción","Transparencia en los proponentes en licitaciones","Expedición de Decreto Presidencial que exija que todos los proponentes en licitaciones puedan ser identificados por la ciudadanía, fortalecer la unidad anticorrupción de la DIJIN y la lista de control, para que el corrupto no pueda contratar con el Estado. El decreto ordenará a la DIAN y a las superintendencias que persigan a los 100 evasores más grandes, y que se fortalezca la inteligencia y las oficinas de control interno en la lucha contra la corrupción.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p183","fajardo","Institucional","Corrupción","Mesas de trabajo para seguimiento a entidades de alto riesgo","Instalación de mesas de trabajo de fuerzas especiales anticorrupción, la Unidad de Congelamiento Urgente de Activos, y el Comité Presidencial de Auditoría a Riesgos de Corrupción, para hacer seguimiento a entidades de alto riesgo.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p184","fajardo","Institucional","Corrupción","30 proyectos de inversión con control especial","Se identificarán y presentarán al país los 30 proyectos de inversión pública de mayor impacto económico y social, los cuales estarán sometidos a un régimen especial de transparencia y control preventivo.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p185","fajardo","Institucional","Corrupción","Ley del lobby","Presentaremos al Congreso una Ley de Lobby que obligue a registrar reuniones y relaciones entre funcionarios públicos y grupos de interés, así como la protección integral a denunciantes de corrupción, para garantizar seguridad a quienes revelen irregularidades.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p186","fajardo","Institucional","Corrupción","Cultura de integridad en el Estado","Se promoverá una política nacional de integridad pública, con formación obligatoria para servidores del Estado, fortalecimiento de oficinas de control interno y participación ciudadana en la vigilancia de los recursos públicos.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p187","fajardo","Institucional","Justicia","Jurisdicción nacional digital","Crearemos una jurisdicción digital interoperable que permita la asignación automatizada de procesos en todo el país, expediente judicial electrónico único, audiencias virtuales y litigio en línea. Esto reducirá tiempos, eliminará barreras territoriales y permitirá que la carga judicial se distribuya de manera más eficiente entre despachos. Se adoptarán herramientas de inteligencia artificial para análisis de casos, gestión de expedientes y detección de patrones delictivos, bajo principios de transparencia, control humano, trazabilidad y protección de derechos fundamentales.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p188","fajardo","Institucional","Justicia","Plan nacional de descongestión judicial","Implementaremos calendarios procesales obligatorios, simplificación de etapas procesales y metas de productividad judicial. Se fortalecerán los juzgados con mayor congestión mediante redistribución de cargas, jueces itinerantes y tribunales especializados.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p189","fajardo","Institucional","Justicia","Estrategia nacional contra la impunidad","Se priorizarán los delitos de mayor impacto social —homicidio, extorsión, violencia sexual, corrupción y crimen organizado— mediante unidades investigativas especializadas, mejores sistemas de análisis criminal y coordinación efectiva entre Fiscalía, Policía y jueces.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p190","fajardo","Institucional","Justicia","Justicia cercana al ciudadano","Ampliaremos los mecanismos alternativos de resolución de conflictos (conciliación, justicia comunitaria y justicia de paz) y fortaleceremos las casas de justicia y centros de conciliación para resolver conflictos cotidianos sin necesidad de largos procesos judiciales. Las comisarías de familia serán fortalecidas con planta profesional, sistemas de información unificados, protocolos de atención con enfoque de género y articulación con fiscalía, policía y sector social. Se garantizará protección inmediata y efectiva a las víctimas de violencia intrafamiliar.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p191","fajardo","Institucional","Justicia","Justicia territorial y rural","Fortaleceremos la presencia judicial en zonas rurales mediante jueces itinerantes, servicios judiciales digitales y mecanismos de justicia comunitaria, garantizando acceso efectivo a la justicia en todo el territorio.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p192","fajardo","Institucional","Entes de control","Fortalecimiento estructural de la Fiscalía","Profesionalizaremos la carrera de fiscales con concursos rigurosos, evaluación periódica independiente y formación especializada. Se ampliarán las capacidades de investigación criminal mediante mejores laboratorios forenses, análisis de datos, inteligencia financiera y fortalecimiento de la policía judicial.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p193","fajardo","Institucional","Entes de control","Reforma para despolitizar los órganos de control y las altas dignidades judiciales","Impulsaremos un nuevo sistema de selección para Fiscal General, Procurador, Contralor y magistrados basado en convocatorias públicas, evaluación técnica independiente, audiencias públicas y paridad de género, para reducir la captura política del sistema de justicia.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p194","fajardo","Institucional","Justicia","Convocatorias públicas de contralor y magistrados","Contralor y magistrados basado en convocatorias públicas, evaluación técnica independiente, audiencias públicas y paridad de género, para reducir la captura política del sistema de justicia.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","","2026-04-29","no","","","","","","","","","","","","","",""
"p195","lopez","Institucional","Justicia","Reforma a la justicia en tres niveles","Justicia contra las mafias: un primer nivel de justicia implacable con mínimas garantías y máximos controles contra criminales de mafias organizadas de corrupción, narcotráfico y rentas criminales que será liderado y operado por la Fiscalía Antimafia. Justicia ordinaria: un segundo nivel de justicia ordinaria para la delincuencia común, liderado por el reestructurado Ministerio de Justicia y Seguridad Ciudadana, junto con la Policía Nacional y la Fiscalía General de la Nación. En este nivel se sancionará drásticamente la reincidencia y el uso de armas en cualquier tipo de delito. Justicia restaurativa: un tercer nivel de justicia restaurativa para conflictos sociales y faltas a la convivencia que estará muy coordinado con las Alcaldías, sus equipos de seguridad y convivencia y servicios sociales, para asegurar un sistema de justicia restaurativa y segundas oportunidades. Promoveremos la creación de policías locales y sistemas de convivencia en Bogotá, Medellín, Cali, Barranquilla y Cartagena.","https://claudia-lopez.com/wp-content/uploads/2026/04/Programa-Gobierno-Claudia-Lopez-Leonardo-Huerta.pdf","rojo","","","2026-04-29","si","","","","","","","","","","","","","",""
